segment_code,segment_name,family_code,family_name,class_code,class_name,commodity_code,commodity_name
72,Building and Construction and Maintenance Services,7210,Construction services,721012,Civil construction,72101201,Road construction
72,Building and Construction and Maintenance Services,7210,Construction services,721012,Civil construction,72101202,Bridge construction
72,Building and Construction and Maintenance Services,7210,Construction services,721012,Civil construction,72101203,Pipeline construction
72,Building and Construction and Maintenance Services,7210,Construction services,721012,Civil construction,72101204,Earthworks
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721112,Electrical maintenance,72111201,Electrical repairs
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721112,Electrical maintenance,72111202,Lighting maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721112,Electrical maintenance,72111203,Emergency generator maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721112,Electrical maintenance,72111204,UPS maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721113,HVAC maintenance,72111301,Air conditioning servicing
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721113,HVAC maintenance,72111302,Chiller maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721113,HVAC maintenance,72111303,Duct cleaning
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721113,HVAC maintenance,72111304,BMS maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721114,Plumbing services,72111401,Plumbing repairs
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721114,Plumbing services,72111402,Hot water systems
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721114,Plumbing services,72111403,Drainage services
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721114,Plumbing services,72111404,Fire sprinkler testing
72,Building and Construction and Maintenance Services,7213,Landscaping and grounds maintenance,721310,Grounds maintenance,72131001,Lawn mowing services
72,Building and Construction and Maintenance Services,7213,Landscaping and grounds maintenance,721310,Grounds maintenance,72131002,Garden maintenance
72,Building and Construction and Maintenance Services,7213,Landscaping and grounds maintenance,721310,Grounds maintenance,72131003,Tree trimming
72,Building and Construction and Maintenance Services,7213,Landscaping and grounds maintenance,721310,Grounds maintenance,72131004,Irrigation maintenance
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760501,Commercial cleaning,76050101,Office cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760501,Commercial cleaning,76050102,Retail cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760501,Commercial cleaning,76050103,Industrial cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760501,Commercial cleaning,76050104,High pressure cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760502,Specialist cleaning,76050201,Carpet cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760502,Specialist cleaning,76050202,Window cleaning
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760502,Specialist cleaning,76050203,Graffiti removal
76,Industrial Cleaning Services,7605,Cleaning and janitorial services,760502,Specialist cleaning,76050204,Post construction cleaning
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760601,Cleaning chemicals,76060101,General purpose cleaners
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760601,Cleaning chemicals,76060102,Disinfectants
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760601,Cleaning chemicals,76060103,Sanitisers
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760601,Cleaning chemicals,76060104,Degreasers
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760602,Cleaning equipment,76060201,Vacuum cleaners
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760602,Cleaning equipment,76060202,Floor scrubbers
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760602,Cleaning equipment,76060203,Pressure washers
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760602,Cleaning equipment,76060204,Steam cleaners
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760603,Cleaning consumables,76060301,Mops and buckets
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760603,Cleaning consumables,76060302,Microfibre cloths
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760603,Cleaning consumables,76060303,Disposable gloves
76,Industrial Cleaning Services,7606,Cleaning supplies and equipment,760603,Cleaning consumables,76060304,Waste bin liners
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511011,Analgesics,51101101,Paracetamol tablets
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511011,Analgesics,51101102,Ibuprofen tablets
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511011,Analgesics,51101103,Aspirin tablets
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511011,Analgesics,51101104,Opioid analgesics
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511012,Antibiotics,51101201,Penicillin antibiotics
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511012,Antibiotics,51101202,Cephalosporin antibiotics
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511012,Antibiotics,51101203,Macrolide antibiotics
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511012,Antibiotics,51101204,Fluoroquinolone antibiotics
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511015,Cardiovascular drugs,51101501,Statins
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511015,Cardiovascular drugs,51101502,ACE inhibitors
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511015,Cardiovascular drugs,51101503,Beta blockers
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511015,Cardiovascular drugs,51101504,Antihypertensives
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511016,Vaccines,51101601,Influenza vaccines
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511016,Vaccines,51101602,COVID-19 vaccines
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511016,Vaccines,51101603,Hepatitis vaccines
51,Drugs and Pharmaceutical Products,5110,Pharmaceutical drugs,511016,Vaccines,51101604,Travel vaccines
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511320,Diagnostic reagents,51132001,Blood glucose reagents
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511320,Diagnostic reagents,51132002,PCR reagents
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511320,Diagnostic reagents,51132003,Immunoassay reagents
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511320,Diagnostic reagents,51132004,Culture media
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511321,Laboratory consumables,51132101,Test tubes
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511321,Laboratory consumables,51132102,Petri dishes
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511321,Laboratory consumables,51132103,Pipette tips
51,Drugs and Pharmaceutical Products,5113,Medical laboratory supplies,511321,Laboratory consumables,51132104,Centrifuge tubes
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501011,Beef products,50101101,Fresh beef
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501011,Beef products,50101102,Frozen beef
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501011,Beef products,50101103,Processed beef
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501011,Beef products,50101104,Beef offal
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501012,Poultry products,50101201,Fresh chicken
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501012,Poultry products,50101202,Frozen chicken
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501012,Poultry products,50101203,Turkey products
50,Food Beverage and Tobacco Products,5010,Meat and poultry,501012,Poultry products,50101204,Duck products
50,Food Beverage and Tobacco Products,5020,Beverages,502020,Non-alcoholic beverages,50202001,Bottled water
50,Food Beverage and Tobacco Products,5020,Beverages,502020,Non-alcoholic beverages,50202002,Carbonated soft drinks
50,Food Beverage and Tobacco Products,5020,Beverages,502020,Non-alcoholic beverages,50202003,Fruit juices
50,Food Beverage and Tobacco Products,5020,Beverages,502020,Non-alcoholic beverages,50202004,Energy drinks
50,Food Beverage and Tobacco Products,5020,Beverages,502021,Hot beverages,50202101,Coffee beans and grounds
50,Food Beverage and Tobacco Products,5020,Beverages,502021,Hot beverages,50202102,Tea bags
50,Food Beverage and Tobacco Products,5020,Beverages,502021,Hot beverages,50202103,Instant coffee
50,Food Beverage and Tobacco Products,5020,Beverages,502021,Hot beverages,50202104,Herbal teas
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503012,Snack foods,50301201,Biscuits and cookies
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503012,Snack foods,50301202,Chips and crisps
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503012,Snack foods,50301203,Nuts and seeds
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503012,Snack foods,50301204,Dried fruits
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503013,Catering supplies,50301301,Disposable plates
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503013,Catering supplies,50301302,Paper napkins
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503013,Catering supplies,50301303,Disposable cutlery
50,Food Beverage and Tobacco Products,5030,Grocery and dry goods,503013,Catering supplies,50301304,Take-away containers
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531011,Work wear and uniforms,53101101,High visibility vests
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531011,Work wear and uniforms,53101102,Safety overalls
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531011,Work wear and uniforms,53101103,Corporate uniforms
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531011,Work wear and uniforms,53101104,Embroidered shirts
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531012,Personal protective clothing,53101201,Safety boots
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531012,Personal protective clothing,53101202,Hard hats
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531012,Personal protective clothing,53101203,Safety gloves
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531012,Personal protective clothing,53101204,Safety glasses
53,Apparel and Luggage and Personal Care Products,5312,Luggage,531215,Travel bags,53121501,Carry-on luggage
53,Apparel and Luggage and Personal Care Products,5312,Luggage,531215,Travel bags,53121502,Checked luggage
53,Apparel and Luggage and Personal Care Products,5312,Luggage,531215,Travel bags,53121503,Laptop bags
53,Apparel and Luggage and Personal Care Products,5312,Luggage,531215,Travel bags,53121504,Backpacks
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531315,Hygiene products,53131501,Hand soap dispensers
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531315,Hygiene products,53131502,Hand sanitiser
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531315,Hygiene products,53131503,Paper towels
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531315,Hygiene products,53131504,Toilet tissue
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531316,First aid supplies,53131601,First aid kits
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531316,First aid supplies,53131602,Bandages
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531316,First aid supplies,53131603,Antiseptic wipes
53,Apparel and Luggage and Personal Care Products,5313,Personal care products,531316,First aid supplies,53131604,Eye wash
73,Industrial Production and Manufacturing Services,7310,Production support services,731012,Quality control services,73101201,Inspection services
73,Industrial Production and Manufacturing Services,7310,Production support services,731012,Quality control services,73101202,Testing services
